line,text
101,"Moreover, you may see some 'interesting' lab set-up such as using measuring cylinder when preparing solutions to do certain titration. This is not too reasonable.The teaching is alright, not much special. Instructors do not have very good pronunciation. Nevertheless, some IAs and TAs are quite helpful.Basic secondary experiments that are quite easy to do"
102,"Attendance requireAround 30 minutes introduction in the beginning before start the experiment. During your work, you can ask TA for help. They are nice and kind and are willing to answer your questions.Experiment 1: Identification of Polymers"
103,Experiment 2:Forensic Examination of Pen Inks: Paper Chromatography
104,Experiment 3: Emission Spectrum of Atomic Hydrogen
105,Experiment 4: Determination of Iron Content by Redox Titration
106,Experiment 5: Determination of Boiling point of An Unknown Liquid
107,Experiment 6: Hess's Law: Calculation of Heat of Neutralization of Strong Acid and Strong Base
108,Experiment 7: Molar Mass of Volatile Liquids
109,Experiment 8: Determination of the Empirical Formula by Job's Method
110,Experiment 9: Boyle's Law5-15 mins briefing before doing experiments. Teaching was quite clear.
111,"However, sometimes the powerpoint does not match with the lab manual.contain some secondary school experiment like titration.The instructor is very kind and nice so we won't feel stressful and he would remind us the main point before each experiment. The teaching assistant Joanne is extremely helpful. I am afraid of doing experiment and i am very scared.  I am always the last student to finish the experiment. Joanne always helps me to do and teach me how to do the worksheet.In the first lab section, he will explain the safety precaution and briefly introduce the outline of the course."
112,Experiment 1: Identification of Polymers
113,Experiment 2: Paper Chromatography
114,Experiment 3: Emission Spectrum of Atomic Hydrogen
115,Experiment 4: Determination of the Empirical Formula by Job¡¯s Method
116,Experiment 5: Determination of Iron Content by Redox Titration
117,Experiment 6: Determination of Boiling Point of Unknown Liquid
118,Experiment 7: Hess¡¯s Law: Calculation of Heat of Neutralization between Strong Acid and Strong Base
119,Experiment 8: Molar Mass of a Volatile Liquid
120,"Experiment 9: Boyle¡¯s LawThe prof simply reads from the power point. Some teaching assistants will answer students' questions in a friendly tone.10 lab sessions. The first is to introduce the course, talk about safety precautions, some lab equipments and procedures. The next 9 sessions and experiments."
121,Experiment 1: Identification of Polymers
122,Experiment 2: Paper Chromatography
123,Experiment 3: Emission Spectrum of Atomic Hydrogen
124,Experiment 4: Determination of the Empirical Formula by Job¡¯s Method
125,Experiment 5: Determination of Iron Content by Redox Titration
126,Experiment 6: Determination of Boiling Point of Unknown Liquid
127,Experiment 7: Hess¡¯s Law: Calculation of Heat of Neutralization between Strong Acid and Strong Base
128,Experiment 8: Molar Mass of a Volatile Liquid
129,"Experiment 9: Boyle¡¯s LawDr. Yip is responsible for the briefing before each experiment. Mostly read out from ppt, with some demonstration/videos on some important procedures in the experiment."
130,"The attitude of IAs/TAs are at least ok to me. Some are more friendly, but some will respond to student's questions with a cold tone. They are usually willing to demonstrate some difficult lab procedures(such as pouring liquid to a burette) or remind students how should they dispose of the chemical wastes.Similar to secondary school chem, is just a course you how to use the experiment apparatus. An easy course, what you need to do is just follow the lab manual to do the experimentmainly do experiments and the instructor will remind the key procedures of the experiments. Some TA are not very nice.There are total 9 labs and 1 briefing session on lab safety."
131,Experiment 1: Density of an Egg
132,Experiment 2: Paper Chromatography
133,Experiment 3: Emission Spectrum of Atomic Hydrogen
134,Experiment 4: Hess¡¯s Law: Calculation of Heat of Neutralization between Strong Acid and Strong Base
135,Experiment 5: Boyle¡¯s Law
136,Experiment 6: Determination of Boiling Point of Unknown Liquid
137,Experiment 7: Kinetic Studies of Chemical Reaction
138,Experiment 8: Le Ch?telier¡¯s Principle
139,Experiment 9: Molar Mass of a Volatile Liquid
140,Most of the experiments are boring.All the Dr Yip's teaching could be found in the lab manual. But the exam contains out-syl scientific thinking questions more than the in-content questions.Some basic concepts of physics and chemistry are included in the experiment.  The experiments are not too difficult to be done and follow the instructions should be fine.  You need to submit a lab report in class after each experiment.
141,Major topics include:
142,1. Density of an Egg
143,2. Paper Chromatography
144,3. Emission Spectrum of Atomic Hydrogen
145,4. Hess¡¯s Law: Calculation of Heat of Neutralization between Strong Acid and Strong Base
146,5. Boyle¡¯s Law
147,6. Determination of Boiling Point of Unknown Liquid
148,7. Kinetic Studies of Chemical Reaction
149,8. Le Ch?telier¡¯s Principle
150,"9. Molar Mass of a Volatile LiquidA 10-15 minute briefing session will be held before starting to do the experiment.  Then you need to do the experiment individually and submit the lab report.  You can ask the TAs if you have any questions about the experiment.I don't think the course really complemented General Chemistry I, but the concepts behind the experiments weren't too difficult. Following the lab manual instructions will yield proper results."
151,1. Density of an Egg
152,2. Paper Chromatography
153,3. Emission Spectrum of Atomic Hydrogen
154,4. Hess¡¯s Law: Calculation of Heat of Neutralization between Strong Acid and Strong Base
155,5. Boyle¡¯s Law
156,6. Determination of Boiling Point of Unknown Liquid
157,7. Kinetic Studies of Chemical Reaction
158,8. Le Ch?telier¡¯s Principle
159,"9. Molar Mass of a Volatile LiquidThe Professor would give a 10, 15-minute briefing about the experiments each time, but I was placed in a bad position that I could not see him. He sometimes gives necessary information for the experiment, but mostly you can just find it in the lab manual. Do ask the TAs if you have any questions.A course which attracts students who do not wish to take 4 credit course if they have registered CHEM 1020."
160,Apply what you have learned in high school in labs.
161,"Reminds you the good old days in laboratories, and gain experience of performing experiments in a university.Instructor goes through what we should do in the lab for 15 mins, and he will leave the duty to his lab technicians."
162,"You can grab a chance to know more friends in this course, such as the one who sits next to you. Lab technicians are glad to answer the questions, if you meet the right one. I once met a pretty girl in this course, but this chance does not belong to me..."
163,REMEMBER TO TELL THE LAB TECHNICIANS THAT YOU HAVE FINISHED THE LAB AND ASK THEM TO CHECK OUT!!!
164,"If you didn't do so, your marks on lab report ( the 40% one) will be deducted.One of the Awfullest course I have ever taken since secondary school. Obscure teaching foci showcasing a landfill of topics."
165,"Some people, including me, may commonly find that we simply don't know what have been learned from this course as if we have been injected with unknown sedatives and knocked unconscious for some time until being able to wake up after the final."
166,"It's hard to illustrate explicitly, but it may not be necessary to draw characters transparent enough to see their intestines.   "
167,"Powerpoints are quite messy. Too much dazzling newspaper clipping between pages, virtually severing the important points and making it really difficult to grasp them."
168,So many key concepts required for assignments and exams are not included in the lecture slides.
169,"You may argue that learning is a process of self-exploration, but it may not be responsible for a professor to expect the student gets everything on his own, despite it probably being within his capacity, because the student does not only take your course."
170,"All in all, this is the worst course in the 4-year Chemistry curriculum and perhaps throughout my career as a student.Prof. Chan is adorably corpulent. His baldness is funnily obvious that he seems to be an exemplar of a feverishly dedicated scientist having his senescence accelerated by decades."
171,Listening to his preaching may be kind of enjoyment if your concern is not completely about how good he teaches.
172,"I should be honest to mention, for others' good sake, that he tends to read directly from powerpoints, discouraging student's persistent attendance, except for those who are highly immune to boredom.The content is all about the general chemical analytical methods. F-test ,"
173,"T-test, closely related to the required textbook.The professor liked to ask question to some students. He could even remember some of their names. He would ask for yr name too in order to know who u are. Remember to attend the class if the professor could recognise you.Almost all chapters from Harris textbook was covered. 13 chapters for mid-term, mostly on data analyses, unit conversions and statistics, but not much calculations. Final was the rest of the chapters, mostly on different analytical techniques, GC, LC, MS etc. Cheat sheet allowed but wasn't too useful,  quite a few questions on parts and functions of analytical instruments which I hated, plus one essay question on devising an experiment.Average, understandable but sometimes it was quite hard to catch everything the instructor said. Lecture notes were typical and not very inspiring, but if you dont pay attention in class there will be areas you won't understand fully, and he would probably test it in exams.Cover almost the entire textbooks. 13 chapters for midterm and about 10 chapters for final. Mostly about understanding and less calculation. Very practical knowledge and not as difficult to understand compared to organic chemistry.Going to his class will be helpful, because the lecture notes itself is quite abstract and not much information written on it. Most of the materials can be understood easily, but sometimes his explanation can be quite long and not so efficient. Asking him questions will help.Topics:"
174,Introduction to environmental analytical chemistry
175,Fundamentals of trace component analysis Fundamentals of pollutants and their measurement Determination of airborne carbonyls
176,Determination of polycyclic aromatic hydrocarbons in the  atmosphere
177,Continuous monitoring of air pollutants
178,Measurements of water quality
179,Measurements of metals in water
180,Analysis of ions in natural water
181,Analysis of metals and pesticides in contaminated soil samples
182,Quality control for environmental analysis
183,"Some topics are interesting, but most topics have too many irrelevant and unnecessary details about specific instrumental parameters."
184,Too much content- ~18 PPTs with 30-40 slides each = 500-600 slides in total.
185,"Topics are very complex. This course only has CHEM 2310 / 2311 as prerequisite, but don't take the course unless you have also done CHEM 3320 Instrumental analysis or CHEM 4330 Separation science. Very hard to understand all the complex analytical techniques.He just reads off the PPTs in every lecture. Can get very boring and difficult to follow with interest. Attendance became quite low later in the term, because it's the same as just reading the PPT at home.September: Review on AN Chem I, sig.fig., error propagation, basic calculations, etc."
186,October: Airborne Analysis
187,"November: Water Analysis, Soil Analysis"
188,"Including sampling, derivatization, working principle and detection limit of every method.Standard introductory analytical chemistry topics.  I like the way Henry also included a light touch of statistics."
189,Before Mid Term [calculation-based]:
190,"Basic statistics (very basic statistical inferences, student t, t-test, f-test)"
191,"Classical methods (gravimetric and titrimetric analyses, separation methods and calculation)"
192,After Mid Term [principle-based]:
193,"Instrumental methods (spectroscopy, chromatography, electrochemistry, mass spectrometry)One of the best professors I have ever met in UST.  "
194,Extremely passionate and dedicated to students.  Explains important concepts over and over and over again to make sure everyone understands them.  He also makes the lectures less boring by being humorous and sharing us his past experiences.
195,"Gives review powerpoints and lectures before exams, sends you important questions from students and his answers.The content is not that rich in my opinion. Before midterm, the content mostly covers the basics of analytical chemistry  (concept of uncertainty and statistics) and basic techniques to conduct chemical analysis (calibration, sampling, gravimetric and titrimetric analysis). The next part covers instrumental analysis (spectroscopy, chromatography, mass spectrometry and electrochemistry) at the introductory level.Prof. Henry Yan is good in terms of teaching. Sometimes he made some mistakes but he is very responsible and would always make up for his mistakes. However, the thing I don't like is that the exams are not designed well to be honest, many questions are just direct copying from the notes/textbook. Also, the level of difficulty is way too low so that it simply differentiates people based on cautiousness or whether they have read the notes instead of testing people on the thorough understanding of the content.The content is easy to understand."
196,-Qualitative or quantitative measurements
197,-Statistical methods
198,? Chromatography
199,"? Titration methods,"
200,"? Spectroscopic methods,  "
201,"? Other instrumental analysis, GC-Mass, combines chromatography and spectroscopyProf. Yan He is very nice and always share some of his stories during the lectures."
202,He also tries to narrow down the syllabus that involves complicated concepts.
203,"He provided summary notes before the midterm and final for our revision and go through the important questions and notes before the exam.Since this course was basically made for students that are not in chemistry major, that require the knowledge of analytical chemistry, the contents are more general in comparison to that of CHEM 2310. Content list includes:"
204,Uncertainty
205,"Statistics (t-test, f-test, etc.)"
206,Standardization
207,Samples
208,Gravimetry
209,Titration
210,Spectroscopy
211,Chromatography
212,Mass Spec
213,Electrochemistry
214,"If you have done IB/A-level before, and have done analytical chemistry as part of your syllabus, then this subject would be a lot more bearable for you. Many of the contents covered are already covered in the IB analytical chemistry section.Since the teaching is in form of lectures, it is pretty much the most standard course in this area. The prof is very nice, so if you approach him for clarification/other questions, he answers it very patiently. His accent is not that bad, it was not a trouble understanding his lectures.The lecture will be not too hard if you have already taken some analytical chemistry classes during high school. This course is aimed for those who are no majoring in chemistry, so the content is not very deep but worth establishing background knowledge about analytical chemistry."
215,"What we learned was uncertainty calculation, statistics, standardization, sampling, gravimetry, titration, spectroscopy, chromotography, mass spec, electro chemistry.Prof. he is a very enthusiastic teacher. He really wants everyone to get good grades. It is quite important to attend the lecture as he emphasizes lots of things and they appear on the exam pretty much."
216,"His English accent is cute but sometimes, it is hard to understand what he wants to tell us. It is not due to the accent and when I checked the video link again, I found he jumps to the next slide without ending the sentence. Anyway, he is a nice teacher.The content is not too much. The canvas has provided all of the PPT and also some reading materials for the students. Before the mid-term or final, the professor will post some Q&A for us to study and list out which chapters needed to revise.The professor is a very kind person. He is willing to help us by solving our questions no matter during the lesson or in the email. His English is above average compared to other mainland professors.the content is not difficult if u go through all lecture video or go to the lecture and jot notes. He tells all the key point of the exam in the lecture.teaching is good. he encourage us to ask questions after the lecture. We can learn more by asking more.grading is ok. if u get the mean, normally b-.But if u only view the lecture note, I will be not enough for exam as  u dont know the area to assess.workload is not heavy. Normally, most of the hws have ans."
217,"remember to attend the lectures for taking attendance. He will tell u the exact date.This courses is slightly different from CHEM 2310, as this one is meant for non-Chem majors (like ENVS, etc.), so the content is more general and doesn't go as deep as 2310 in the topics. Topics include:"
218,Uncertainty
219,"Statistics (t-test, f-test, etc.)"
220,Standardization
221,Samples
222,Gravimetry
223,Titration
224,Spectroscopy
225,Chromatography
226,Mass Spec
227,Electrochemistry
228,"The content is quite interesting and not too difficult or complex to understand even without much chemistry background (only General Chemistry I is a prerequisite). This course is a requirement for courses like Environmental Chem and Separation Science.Prof. Yan is one of the best professors I have had. He is extremely passionate, thorough, clear and very helpful. He always tries to make his lectures fun and explains the relevance of what he is teaching to us. He provides a lot of support outside lectures too, he is always open to any questions even on the last day before the exam, and keeps uploading helpful documents like Q&A from other students, list of equations to memorize, etc.The course content can largely be divided into two parts, separated by the midterm examination."
229,"Before the midterm, the contents are more calculations-oriented, as the course revolves around basic statistical tools like T-test, F-test etc.; Also included here are methods for standardization, sampling, and basic analyses like gravimetric analysis and titrimetric analysis."
230,"After the midterm, the focus shifts to understanding the concepts underlying analytical methods like spectroscopy, electrochemistry and chromatography. (in which understanding = recitation in exams T.T)"
231,"The course contents are generally not difficult to understand and some even coincided with CHEM1030. Explains the (unfortunately) high mean in the course.Not the most proficient English speaker, but largely makes up for it with his humour and passion."
232,"He is very devoted to his teaching and would post Q&As as well as tips for the exams on canvas. He also tries and make sure every student understands what he taught, and would devote at least 20 minutes each lecture to recap the previous lecture.Pre-midterm: inorganic chemistry and concepts (bonding, stereochemistry, shit like that)"
233,"Post-midterm: reactions x n (mind you, all of which need to be utterly and completely memorized for the final)He has the most laughably Chinese accent I've heard, and it's monotonous, dreary and sounds like he has a mouthful of shit."
234,Good luck trying not to drop dead in class.
235,"Half the class skived off, even when he sent out notices that were like ""I'll be talking about important shit tomorrow/the exam/if you don't come I'll flunk your ass"" so yeah, you can probably guess how terrible he isThis course has a very detailed content covering most of high school organic chemistry. the topics start off easy, giving you a false sense of security, but literally make your life miserable later. some of the topics covered include: structure and bonding,acids and bases, alkanes, cycloalkanes, alkenes, alkynes,alkyl halides, complex reaction mechanisms, alcohols and phenols, ethers and epoxides."
236,"Basically an awful lot to cover in a short time.Horrendous, monotonous, just plain boring. The content is very complicated in itself, and his teaching style does not help in any way. it is very hard to follow what he's saying and explaining. There are no lecture videos, and trust me, you wouldn't want to watch them anyway. I literally studied most of the content myself from the book, which does a fairly decent job.Begins with basics like drawing lewis structures, newman projections, naming, R/S stereochemistry and resonance structures. Then its about certain functional groups like alcohols, thiols, ether, epoxide, alkene, alkyne, aromatics. Its all what basic organic chemistry courses entail in most unis probably."
237,I have attached the file with the intro stuff.
238,"The issue is not with that, but the amount of memorization and actual practice required to master these concepts. What I found the worst was that we begin with making C-C-O-H and are expected to master synthesizing compounds within a span of 3 months, which is INSANE.Okay, this one is tough. He's unclear and monotone = recipe for disaster when it comes to teaching us easily bored students."
239,"Prof's accent is super hard to understand most times, unless you specifically pay attention to every word (which takes a LOT of energy). His explanations are further worsened by simple, unclear statements with terminology thrown around. There is no lecture video, which wouldn't help anyway since his"
240,"He does try to make class interesting by adding ""real-life"" examples or applications made by his students in the lab BUT it only confuses students further.Before mid-term:"
241,"Bonding, Lewis Acid and Bases, Alkanes, Cycloalkanes, isomerism, Alkene structure, organic reaction principals."
242,After mid-term:
243,"Alkenes, Alkynes, Organohalides, Alcohols, phenols, Ethers, Epoxide, Thiol, Sulphides"
244,"So you may be looking at all this and wondering - I know some organic chemistry from highschool, this shouldn't be tooo hard, or how hard can this be?? Well I was just as naive as you, but in reality this course starts of really easy and just skyrockets, nothing makes any sense after the 4th or 5th chapter, and after the mid term you have to remember over 60 different reaction mechanisms, each of which has their unique condition and the mechanism drawings are too complicated, while almost all the reactions look the same. Whats worse is that you don't even understand the purpose of these reagents - like why this temperature, why this metal, why can't another metal be used? and even for the same reaction there may be 3 or 4 different conditions for them. Be expected to be able to recall some 500 pages of textbook which all look the same."
245,"There was far too much content for such a short amount of time, and issue is none of it makes sense, you are only memorising them for exams thats it. This is made worse with the ""teaching"" that goes with it, the professor is just like a museum exhibit person - 'this is the reaction that converts ... to ....' points at it for a few seconds and moves on, without actually elaborating??  yet we need to know how to draw it. The textbook itself has sooo much details (the textbook is the lifesaver) yet the ppts had more details which he just skims through. He spends so much time describing his own lab research, which nobody is actually interested in, and ends up saying 'this is not needed for exams'. While there is a bunch of stuff which are just randomly there, do we need it or not? most of the ppt is actually just copied and pasted from the textbook, however excluding the important parts which actually attempt to explain it."
246,"And then comes exams - after you gone mad from trying to remember the content, he creates these super hard exam which looks nothing like what you studied. Like in the mid-term he expected us to recall the structure of some organic molecules from the top of our heads ?? like we were never told to memorize this? and the finals was just much worse - the last few questions we had to design this 14-15 step pathway - I can't even get a lot of the reaction mechanisms right and you expect us to derive 14-15 step mechanism?I am going to be objective here rather than straight up dissing (trust me soooo many have done so already), lets analyse the facts!"
247,1) The mean of the mid-term and finals has failed (below 50%)
248,"2) Out of over 200 people in the class, the attendance is less than 20 (take a hint)"
249,3) Lecture notes are unclear and has too much irrelevant stuff that nobody cares about. While the important parts lack detail and are exactly copied and pasted from the textbook.
250,"4) A majority of students solely use the textbook or youtube videos for revision, and this is one of the most well known 'self-taught' course"
251,5) Most students don't actually understand the content after the lecture (I mean those that attend) - many have stated that it is partially because of his dull and mundane teaching style.
252,"6) At the end of the course, we actually have no clue how these organic synthesis reactions occur in the lab, we only memorize so many reactions yet have no idea how this is done in the lab.- way too much content in a short amount of time, especially after the mid term. Estimation of probably 55-60 pathways/mechanisms that needed to be learnt AND applied to complicated molecules in the exam. (PS if you have done IB HL chemistry and thought this wont be too bad, you'll be proven wrong- the HL content will probably be the easiest stuff that will be covered in this course)"
253,-each lecture powerpoint is very lengthy- he covers a lot of content in a short amount of time-- too fast and may be difficult to take in so much all at once.
254,"-exam content is way more difficult than the textbook, which he claims to be following for teaching this course."
255,"-ppts sometimes include complicated pathways that arent in the textbook- ppts also lack explanation. ~85% of ppt are diagrams with no explanation.-skims through powerpoint, lots of irrelevant info on the powerpoint that he may spend time explaining, only to tell you its not needed for the exams."
256,"-suspected to tip off certain students about exam info. Eg: last question on the final exam was seen worked out in the scihome whiteboard before the exam. (which was a 10 mark question on synthetic pathways, the right solution having 13 steps)"
