line,text
18,"Language used: HTML, C#, CSS, SQL, ""WTF?"", ""WHY?"", ""COME ON YOU PIECE OF SXXT"", ""GO GET VISUAL STUDIO OPENED FIRST!""Fred is good at teaching, at least he is good at delivering concepts."
19,"However, the TAs were the other way around, uhm.... just forget it. Nobody took tutorials. I was just a fool sitting at the back bore to death.It is about software engineering theory, concept and tool, such as water flow model, agile development, UML diagram, design pattern, testing and etc."
20,Project: calendar software using Java Swing. One team four students. It is related to lectures very little. It seems like the topic and programming language changed in the next semester.TA help us a lot solving technical problem in project.
21,Professor can help student understand the content in slides better and his teaching is quite efficient like his other courses.Content is out-dated and we were forced to use http://ASP.net. You can get away with reading powerpoint slides and not going to class.Prof. Lochovsky is pretty bad at teaching and sometimes confuses himself. He makes simple mistakes and ended up in the hospital because of health issues this semester.The content is quite boring and you need to memorize most of them in order to get a good mark in mid-terms.Professor is fine but still the course material is too boring which downgrades the lesson experience.Grading:
22,2 mid-terms
23,1 Individual Assignment
24,7 labs
25,"1 Group Project (including presentation)The workload of this course is very heavy. First of all, the group project is about making a LINE chatbot which is mainly written in Java. Professor will not talk much about Java and if you don't know much about it, you need to learn it yourself. Someone once said that it is a course for you to distinguish freeriders and I agree.Content is very much related to Computer Science and it is base principles thay everyone needs to know. Some of them are a bit boring and is hard to follow during the lectures.The teacher is the best one I have had in UST. Even though the material is boring sometimes the Sim makes sure that you are very well entertained during lectures.content are generally related to computer software engineering issue, refactoring or some working models, the beginning parts(MT1) of this course I give D because it s totally useless and just like blow water."
26,"The later part(MT2) I give B because it 's really related to programming and more logical.For the lecture, Kim Sung is okay."
27,"For the project, however as well as LINE 's loading speed"
28,"may not respond immediately, but the TA would give you 0 immediately instead of waiting for the response.Talking about how to develop a system. The content is good without the project. The project cause the workload very heavy and no time to learn the lecture.lecture and tutor and group project are totally not related...The most important part is the group project. However, at the last moment it only require a video. You just need to show it work but it dont need actually work.It will be very very hard to develop a website in these short time. Dont forget you have other course.The content learnt is actually useful because they are the basic steps of what you will be doing if you want to study and work in web development.Its actually funny and relaxed in his lecture. However, u may not understand what he is doing in his demonstration because it is too fast to see.It is horrible. The mean is so high that u need overall around 90% to get an A range. For mean, it is around C+ to B- which is normal but its quite hard to get mean in this course.Super heavy workload. The project itself takes around 4-5 hours per week and if you are assigned with something you are not familiar with inside your group, you may take even more time to study the matters and it will further increase your workload.Google is your teacher.At the moment this course has (at least) two versions. I took the Fred one, but also learnt a lot about the Kim one."
29,Common:
30,Software design principles and patterns.
31,Software development workflows.
32,"The common things are basically memorization, like most of the COMP courses in UST."
33,"Fred: lab and project is WebForms website. You learn latest C#, T-SQL and write a somewhat complicated website to satisfy a long and vague requirement document. Closer to large, old, non-Internet enterprises in the real world."
34,"Kim: lab and project uses latest frontend libraries (e.g. ng), No-SQL db and Java to build an app with both web and Android clients. You have more freedom (and obligation) to show your creativity. Closer to newborn, Internet enterprises.Fred is rather nice, despite being a bit arrogant."
35,You can expect clear explanations. The in-class practices are quite useful for understanding the content and preparing for the exams.Project+Memorization.
36,"This course is well-matched with MECH1906 in bad content, bad teaching and bad grading."
37,Contents are mentioned in other reviews. I just have something to say about the grading.Don't know. Seldom go to class because the class was **
38,He doesn't reply emails. Can't get in touch with him.The Main content in Fall Sem:
39,"HTML,CSS,ANGULARJS"
40,Version Control
41,Software Development Process
42,Design Pattern
43,Testing
44,Requirement
45,Refactoring
46,Attending tutorials is optional.Only Very High Level Introduction
47,"Self-Learning....The course content might be important in the software engineering world, but classes are a pain to sit through. Topics include:"
48,"HTML, Cloud Computing, Bootstrap, Software Development Cycles, Design Patterns, Testing, Refactoring.To be honest, I didn't like the teaching a lot. Slides are very ordinary and its difficult to understand concepts from the slides. In addition, the sheer # of slides per topic makes it long."
49,"Midterm and Final are completely unrelated to the project and so most material is seen just before the exams. (likely to be forgotten very easily).Some unix basics, web stuffs such as html, css(Bootstrap), js(AngularJS), online database(Firebase).  Then it focuses on development process, UML diagrams, design patterns, refactoring, white/black box testing, Debugging with several tools, WHICH ARE USELESS TO REAL LIFE.Teaching of prof is quite interesting.  Not bored, nice guy, feels happy when someone called him handsome, but the topics covered on lectures are only related to exams.  Project and lab are self-learning :)  Some TAs in tutorial suck that they are just repeating what tutorial notes said.didnt really teach much thing related to the project in the lecture , need to discover yourself or attending the tutorial/ lab to know moreThe explanation on the concept is clear.The first midterm exam is directly asking the knowledge on the lecture notes and it should be fine if you remember all the materials that is covered in the midterm.2 Mid term exam and 1 group project ."
50,"For the project , 6-8 member will form a group to work on the improvement of the question room . So the workload should be fine if each member contribute to one task.Why there is no F grade in this rating system?!"
51,1. Modeling Software Systems Using UML
52,2. Software Development
53,3. System Requirements Capture
54,4. Implementation
55,5. Testing
56,6. System Analysis and Design
57,7. Software Quality Assurance
58,8. Managing Software Development
59,"A freaking lengthy notes and many words to cram up on in 90s style of lecture notes! WTF it still happens in 2017?! Software engineering is supposed to be sexy and exciting but the course design just makes it dull and bothersome. How come? No one turns a fully practical topic to be a purely theoretical crap than it does.In terms of boredom, the content is supercalifragilisticexpialidocious.The lecturer just wants to say every words on the slides and the TAs are reluctant to help because they do not know WTF it's going on with the goddamn Visual Studio. Every time doing lab exercise with little help screws you as if it's the end of my life. I think it is an insight to warn me better to quit IT someday.01-Introduction-Image-Representation-MATLAB"
60,02-Enhancement-in-the-Spatial-Domain
61,03-Enhancement-in-the-Frequency-Domain
62,04-Restoration-and-Filtering
63,05-Morphological-Image-Processing
64,06-Image-Segmentation
65,07-Image-Registration
66,08-Image-Compression
67,09-Face-Recognition
68,10-Iris-Recognition
69,"11-LBP-Fingerprint-RecognitionGood pronunciation. Topics are quite interesting and not very difficult. Some extensions were introduced although some of them are not required in exams.Content is about filtering like Gaussian, median, mean and also about edge detection, boundaries, segmentation etc.professor is smart but can get easily boring. His voice makes me hard to pay attention to the class and because I am also taking another class that is similar to image processing, I know the material already and that makes me hard to focus in this course.Content is okayish. Not that great, not very bad either. Some interesting stuff like face recognition, segmentation, edge detection, boundaries, skeletons, etc.Not that good. Lectures are pretty boring. However, what I actually didnt like about the course/teaching was that none of the assignments were related to any exam questions. All assignments were 90% coding."
70,It didn't really prepare me well for the exams.
71,"No solutions of assignments/exams released. No past papers, very few sample questions discussed during the sem. Not a great experience altogether.Just like the title, Discrete Math for Computer Science."
72,"If you are Engineering/Science/Math student, you will find some of the content similar to other courses (e.g. counting and probability are very basic), while some of them are designed for CS students only, like modular arithmetic (mod, gcd, RSA), algorithm analysis using big O/theta/omega. Not very difficult if you have a good Math background and are familiar with their proof."
73,The detailed topics:
74,Logic (Proposition/quantifier)
75,Proof (Direct/contraposition/contradiction)
76,Set and function
77,Modular arithmetic
78,Counting
79,Probability
80,Algorithm analysis
81,Induction
82,Recursion
83,"GraphTAI, Chiew Lan is my lecturer this semester. I would say she teaches quite badly. She expects students already having the knowledge (though some are true) and she just reads out from the powerpoint. Basically we learnt nothing in the lecture. She lacks preparation to the lecture notes, which leads to her ""lagging"" for a couple of minutes for the examples in class. She is an interactive lecturer, who asks challenging questions BEFORE teaching the main parts, and usually causing dead air for another couple of minutes throughout the class.There are 5 chapters that are tested in the final examination for this course. The first chapter is about the logic gates, sets, relations and functions. The second chapter is permutations and combinations. The third is about probability, which includes many theorems like Bayes' theorem etc. The fourth chapter tests cryptography and many other concepts about the same topic. The fifth and last chapter deals with concepts like mathematical induction. The highest weightage in the examinations is given to chapters 3 and 5.DYY is an excellent teacher and he uploads videos of his courses within 2 days. He teaches all concepts well and spends a good amount of time in class clearing the doubts of students.Counting"
84,Logic
85,Proof Technique
86,Induction
87,Probability
88,Number Theory
89,Cryptography
90,Recurrence
91,Complexity Theory
92,Advanced Induction
93,"Kenneth's class doesn't have any graph theory , and he have roughly used 5 - 10 minute to teach about set theory and function. So it is better for you to read the textbook if you want to learn more about discrete mathKenneth's teaching is good . He is good at clarifying the difficult concept in an easier ways.-Intro to Logic"
94,-Quantifiers
95,-Inference
96,-Intro to Induction
97,-Counting
98,-Binomial Coefficient
99,-Intro to Probability
100,-Inclusion-Exclusion
101,-Independence
102,-Random Variables and Variance of RVs
103,-Intro to Crypto and Mod
104,-Inverses and GCDs
105,-The RSA Algorithm
106,"-Recursion, Recurrences and -Induction"
107,-Solutions to Recurrences
108,-Big O Notation
109,"-Advanced Inductionthe instructor is very kind and helpfulThe course introduces discrete math tool for CS. Actually , it's a MATH course. The content is kind of interesting and not difficult before the midterm. After midterm, the algorithm part is a little bit difficult.The pronunciation of the professor is good. He was very patient when I asked question after class. However he speaks very fast.No CommentContent focus on Logic, encyption/decyption, Chinese Remainder Theorem, Hashing etc. These are useful theories for CS major.He is a good professor with nice explanations. He is helpful for answering questions by students.midterm,final mean~B+"
110,You will not see another compulsory courses with grading like this.
111,"If you see he is teaching COMP2711, don't hesitate."
112,"Just TAKE it.Relatively low because no assignments but only have weekly quiz based on some review questions (with the answers!) and they will be the bonus mark add on your grade. Attendance will be taken by PRS, but not necessary to take all of them.Request for math skills, but not programming or other computer related skills."
113,"For math major students, don't expect it is easy to get an a in this course.Mainly teach the material from the slides, but with details explanation."
114,TAs seem not familiar with the course content.
115,There are many self-study materials for us to review after class or before midterm/exam.This course is more of a MATH course than a COMP course tbh.
116,"Pre-midterm covers high school counting, probability, simple proofs, and some basic discrete logic."
117,"Post-midterm introduces less-familiar concepts such as recursion (and recursive proofs), cryptography, and number theory."
118,"Topics: Discrete Logic, Counting, Proofs, Induction, Recursion, Probability, Cryptography, and Number Theory"
119,"Textbook: C. Stein, R.L. Drysdale and K. Bogart.Discrete Mathematics for Computer Science, International Edition, Pearson, 2011Kenneth is one of the best COMP lecturers in UST I've encountered so far. He gives detailed lectures and is clear about going through new concepts and proofs step-by-step."
120,He's also a pretty generous grader (mentioned during class that 85%+ is A-range).TOPICS:
121,-Predicate logic
122,-Propositional logic
123,-Inference
124,-Set theory
125,-Functions
126,-Modulus Operator
127,-GCD
128,-Cryptography
129,-Permutations and Combinations
130,-Binomial coefficients
131,-Principle of Inclusion and Exclusion
132,-Algorithms
133,-Probability
134,-Expectation Variance
135,-Induction
136,-Recursion
137,-Graph TheoryHe explains very well. He makes you practice questions in class so that you have a brief idea of how the questions can be. He accepts all suggestions regarding classes very openly and also explains the doubts very clearly.The contents are divided as 6 parts.
138,1. Logic
139,2. Number Theory (mod/GCD/Cryptography)
140,3. Counting
141,4. Probability Theory
142,5. Induction and Recursion
143,6. Graph
144,"All of these are foundations of computer science. As a non CS major student, I still manage to find these concepts quite handy and interesting."
145,The number theory part is hardest to me because of all those modular arithmetic stuff lol.
146,"Counting and Probability is easy as it's similar to high school math (or MATH2421). But be careful on analysis of algorithm, the questions related to it can go wild."
147,Induction and recursion part is fairly straightforward. Proof by MI... find a formula for recursion... you name it.
148,"The graph part is also another pain though. Pay attention to the theorems proposed in lecture slides, as 1 question in final exam asked about proof of relationship between edges and vertices.His teaching is very dull and boring, sort of a common problem among all mainland professors I guess. Through the lectures, he just managed to go through loads of examples demonstrating the concepts he's teaching, so really not much to comment about."
149,"Basically you can just read the slides on your own and do your self learning haha.Refer to reviews below for more details, some of the mathematical topics include counting, crypto, and mathematical induction.He is clear and explains mathematical concepts concisely, which helps one to understand.The grading is quite generous. For quiz, they will take your best 4 out of 5 quizzes(relatively easy so long you try the quiz pool questions)."
150,In-Class Participation (10%)
151,Quiz (10%)
152,Midterm (30%)
153,"Final (50%)There is no workload(reading, online homework and weekly assignments.) However, past year papers, supplementary exercises as well as quiz pool questions are provided, the workload is for one to decide.Basic concepts in discrete mathematics needed for the study of computer science: enumeration techniques, basic number theory, logic and proofs, recursion and recurrences, probability theory and graph theory. The approach of this course is specifically computer science application oriented.Clear and deep teaching. Has explanation for every steps of proof using power point slideThe course is easy for me because I have a good foundation on maths. If you studied M2 in HKDSE, then MI would not be difficult for you at all. The theories are easy to master if you practise enough.Raymond's accent may sound a little strong but he is really nice and he responses to email very fast. And he's scarily efficient, he sent our marks separately through emails only four hours after the final. His notes are very specific and the in-class exercises are very helpful. Most importantly, he gives out grade really generously. Strongly recommend registering to his course.The course is pretty hard for me because I don't have a good foundation on maths, and I didn't listen to the lecture very much, so I can't say too much about the content.Raymond's accent may sound a little bit monotonous but he is very nice and cute. And he's scarily efficient, he sent our marks separately through emails only four hours after the final. His notes are very specific and the in-class exercises are very helpful. Most importantly, he gives out grade really generously (also for COMP1942). Strongly recommend registering to his course.Several major topics:"
154,1. Logic
155,"Basically logics that you would have known even before you study this course. Remember to memorize the notations, which is the only difficult part in this topic."
156,2. Counting
157,"nPr nCr , you probably had learnt out in secondary school.  "
158,3. Probability
159,"Quite advanced probability.  Some skills will be taught to make calculation easier.  However,it's still like you know it then you know it, you don't know it then you don't know it."
160,4. Remainder
161,"Basic skill for encryption.  You will learn some method to compute it faster,  and you will learn how to decrypt message under standard RSA cryptosystem."
162,5. Induction
163,"Based on mathematical induction, you will learn more advanced stuff for Big O calculation.Raymond is an excellent professor especially if you are a local student.  He can answer you in Cantonese and make explanation to topics much easier if you find him out of class."
164,Lecture notes are perhaps the best in ust. Well organized and a good summary for you to write your cheating sheet.
165,Though TA are quite useless in this class.Discrete mathematics for computer science.
166,- Logics
167,- modulus
168,- Probability
169,- Counting
170,- Recursion ...
171,"The content of thie lecture is all about the diescrete mathematics that used in computer science (that might be the reason why this course has the code of COMP). Although the course name includes mathematics, it is quite different from the math that we have done before such as interations or differenciation. The content is pretty interesting.Prof. Nevin Zhang's lecture was always great and I attended most of lectures (95%). He was always well-prepared for every lecture with enough amount of example questions to explain the concepts. Another good thing about him is that his English is relatively fluent than other professors and the pronouciation is fine. (You can clearly understand what he says even in the recorded video) Also, he is always welcome to the questions from students. He also gives class weekly homework, which is graded, and this really helped me to keep on track during the course.CS discrete math"
172,"Logic, combinations, probability, cryptography (mod arithmetic, RSA algorithm etc.), recursion and big-O-notation.Very boring, which is of no surprise as it is a math course."
173,Attendance will be taken for the bonus system which is pretty much useless.There are five major parts in this course. They are:
174,Part I: Logic
175,Part II: Counting
176,Part III: Probability
177,Part IV: Cryptography
178,Part V:  Induction and Recursion
179,"The contents are quite board, which involves calculations,  proofs, and induction.Poor. Bad slide design. Bad explanation and presentation. Around 100 students enrolled in the lecture section and in week 12/13, there were only about 10 - 20 students left.Quite useless course with a bad grade (4 credits); I recommend you to choose Elec2600 (or Comp2711H) if your major is CPEG. But if your goal is to maxmize the credit then this is your best choice.Skipped all the classes so have no idea about the profThe content is pretty good. Mainly 5 sections:"
180,1. Logic
181,2. Counting
182,3. Probability
183,4. Cryptography
184,5. Induction and Recursion
185,"Not very difficult. Might find probability questions to be difficult.I guess the way the course goes for you doesn't depend too much on the teaching. Practice is the only way. But yes, Nevin is a good prof and teaches well.It's a common core course and also a required course for cse student. Content includes counting, propositional logic, probability, RSA algorithm, Recursion and recurrence.  Professor Tai is really nice but I have to say the class itself is boring enough. The course just select several chapters of the textbook and they are not difficult which means that it doesn't worth 4 credits.I have to say Pro.Tai's voice really really flat , plus it's a 9 am class.....I couldn't help but sleep...Content covers basic counting, logic, probability, RSA algorithm, running time of algorithms (big O, big theta). Gets boring most of the time. If math is your thing, you'll enjoy the course in terms of content.Prof Nevin Zhang is a good professor, although he bores his students in the way things are taught. Maybe its the course content, not his fault.There are five main topic in total. The first three are basically a review of past knowledge. The RSA encryption system is very interesting but the professor didn't go deep into that topic.The professor was able to explain the problems very clearly  by using different examples and drawing vivid graphs.There are a total of five chapters- 1) Logic 2)Combinatorics 3) Probability 4) Number theory and 5) Recursion."
186,A lot of new concepts are introduced that are pretty hard to grasp. A lot of practice is required to fully understand the concepts. It is beneficial to revise the homework questions and solve questions in past papers before exams. It is important to be in track with the lectures as it is very hard to cover up once you've lagged behind.
187,"The order of contents in the text-book is different and the types of questions given in the textbook is different from ones in exams and assignments. I didn't find it too useful.The professor explains the concepts very well and uses examples to illustrate. There is, however, little to no interaction in the class. Make sure you are in track with the content taught in class as it is impossible to do assignments if you're lagging behind.A lot of mathematical content that made me feels like it is a math course. Probabilities, Counting problems, MI,Raymond is a really good lecturer though may not good in english. He is passionate and helpful. Just feel free to ask him if you have any questions.Grade is not bad. Not absolute grading. Marking Process is very very efficient. You will know the result on the day of exam of 1 day after.Quiz every week that counts marks. Some tutorial sessions can talk during quiz while some cannot (treat as cheating). Pretty unfair."
188,"No assignments.1. Introduction (e.g. feature extraction, supervised vs unsupervised learning, multi-class learning)"
189,2. Linear Support vector machine (SVM)
190,3. nonlinear SVM (kernel)
191,4. overfitting (cross validation)
192,5. perceptron (AND/OR/XOR)
193,6. Adaptive linear element (adaline)
194,[HIGHLIGHT: stochastic gradient descent]
195,"7. hidden units (nonlinear RBF, sigmoid unit, ReLU)"
196,8. back-propagation
197,"9. convolutional neural network (CNN, LeNet)"
198,10. introduction to Reinforcement learning (Markov decision process)
199,11. policy and policy evaluation
200,"12. policy iteration, value iteration"
201,13. Q learning
202,14. generalization and function approximation
203,The rating is given as the content is hard. Please do not underestimate its difficulty. You may not easily build AlphaGo in a course just like Rome wasn't built in a day.
204,"A lot more basic machine learning (ML) concepts, such as regularization, regression, rule-based learning/classification, Naive Bayes classification, kNN, k-means & hierarchical clustering, decision tree, random forest, hidden Markov model are not covered in this course because several lessons are cancelled. It is quite a pity that genetic algorithms, recurrent neural network (RNN) and LSTM are not included here.The professor is solemn in the class (although sometimes he makes fun in the class). The explanation is clear but he avoids answering questions that are not covered in the course materials. By the way, the PDF slides are quite old-fashioned. Do not skip classes if you have no understanding on machine learning before.When I took this course, the schedule is quite tight because some of the classes have to be cancelled due to holidays. The contents covered are as bellows."
205,1. Support vector machines
206,Linear SVM
207,Nonlinear SVM
208,overfitting
209,2. Artificial neural networks
210,perceptrons
211,adaline
212,MLP
213,hidden units
214,back-propagation
215,convolutional neural net
216,3. Unsupervised learning
217,clustering
218,principal component analysis
219,autoencoder
220,4. Reinforcement learning
221,policy
222,finding the optimal policy
223,"policy iteration, value iteration"
224,Q learning
225,"generalization and function approximationHonestly speaking, Prof. Kwok's teaching is quite clear and structured. He explained the concepts of the algorithm with some examples, which is helpful for us to make sense of them. Even if you get lost in the middle of the class, you could easily catch up with him."
226,"However, the lecture notes he used are a bit vague. Sometimes you need to focus in class in order to understand what the slides mean. And some of the examples he used may appear in the exams. So stay focused in class especially he would be trying to use some examples to explain the concepts.Topics covered include set theory and countability, formal languages, finite automata and regular languages, pushdown automata and context-free languages, Turing machines, undecidability, P and NP, NP completeness."
227,(Directly copied from the course info.)
228,"Actually it is quite interesting, with a lot of theoretical things involved in. It will make an awesome COMP elective if you do not like coding.The lectures are really boring since the prof. is just reading the notes. But the tutorials are actually quite interesting. TA will pop up some interesting question every tutorial (that I attended, at least).Basically a coding course."
229,You will worry about the theory part only days before final.
230,what is in the 3 hour final:
231,80 MC (covering every corner details of the theory)
232,"5 long questions (each with 3-5 questions; lots of math)CK cares about teaching but you will need to catch up with his speed.Interesting content. However, most of the content is derived from University of Washington's Computer Graphics course. Also, the content can be quite theoretical as well as mathematical.Prof. CK is a pretty fast talker and sometimes he does not really explain clearly what the content of the lecture notes mean. I find it more useful when I read the notes that have been annotated by the professors in the University of Washington. Despite the teaching style,  CK cares a lot about his students. If you are into computer vision/graphics, you can stick to him for mentoring purposes.You learn how the internet works and how computers communicate with each other. The course covers the five Internet layer stack and teaches from the top to bottom (except the lowest one physical layer). There might be some extra contents such as wireless networking, security, etc. and you might also learn something about hacking."
233,"About 90% concepts and 10% probabilities. Some stuff from COMP3711, 3511, and MATH2411 are also there. Four written assignments and one programming project. Then midterm and final."
234,Programming project was quite challenging. Basically you need to make a multi-threaded server-client using java from scratch (no skeleton).Teachings are good. The instructor actively asks for feedback during the lectures. The TA is also easily approachable.Mostly theoretical. Some concepts watered down for better understanding. Practical applications not apparent so it doesn't seem that interesting.
235,Syllabus
236,Principles of computer network architectures and communication protocols
237,The OSI reference model
238,Switching and multiplexing techniques
239,"Data link, network, transport and application layers"
240,LAN and medium access protocols
241,"Network programmingThe prof explains content well. She makes an effort to go deep yet keep stuff digestible for students. She also discusses relevant research if time allows, which  makes things interesting.Layers: app, trans, network/internet, link"
242,"4621 dicussed all layers, which involves simple calculcation. Student who get C+ in MATH1014 should find no difficuties in understanding the logic."
243,"algorithm: dijkstra, bellman ford"
244,"These are the algorithm used in discussing routing algorithms, which are easy as they are just steps to follow. No variety."
245,Most of the content is concrete and you just have to memorise them. This course mainly discussed on HOW the internet protocol is enforced rather than WHY.
246,But the content is rather insufficient in my opinion.Kai is acceptable. The pace is slow but not in depth.
247,"The tutorial is less then enough. TAs are not bad and in fact they are good at teaching concepts.Interesting course, not too much difficult technical stuff about music for a non-music background. But basically listening to assignment audios in the class. Project-based course. Provide students with hands-on experiences in creating music and soundtracks with a wide range of emotional characteristics for a variety of situations in computer games and videos.The professor is very enthusiastic and knowledgeable about music.The course begins with basic contents, from waveforms, acoustics, and to the tools used(CSound/PVan) to analyze/synthesize sounds."
248,Really easy to follow and most of the contents taught will be practiced through lab sessions using CSound.
249,"When it gets to FM/AM synthesis and wavetables, it may be easy for ones with electronic musical background but for those without any musical background, there are tons of youtube tutorials explaining such concepts so it shouldn't be too hard."
250,"Applications of such knowledge to real music production is minimal. These are mostly theoretical parts and mostly aren't used in fields such as music production(but maybe in research?)The professor is quite chill, will answer any questions you may have. When asking questions related to computer music but outside of class coverage, he will gladly provide any reading materials he can find."
251,"Most contents are very basic and only scratches on the surface of computer music so I cannot comment on how well such knowledge is taught. Just ppt slides will not be enough to understand the concepts though.Dekai's interest lie in natural language processing, and that really shows in this class. A ton of AI techniques are introduced, but they are usually in the context of translation or processing languages. People that have taken the course have probably heard ""Time flies like an arrow"" or ""Fruit flies like an apple"" a billion times. (BTW in case ""fruit flies like an apple"" doesn't make sense to you, a fruit fly is a type of fly.) There is also some random Chinese thrown in there sometimes, but it's not strictly necessary to know it to understand the class. It'll just increase enjoyment of the material somewhat."
252,"There are two major topics in AI: searching/updating and knowledge representation. For searching/updating, you'll revise na?ve search methods (BFS, DFS, Dijkstra's) and then be introduced to heurstic search, EM algorithms, forward backward algorithms, Knuth's algorithm, etc. For knowledge representation, you begin with hidden Markov models (HMMs) and then weighted finite state automata (WFSAs), unrolled HMMs and FSAs, progressing to AND/OR graphs and finite state grammars (FSGs). There is also a small taste of inversion transduction grammars."
253,"Oh and because it's Dekai you also have Scheme thrown in there randomly in the beginning.If you can't tell, I'm a big fan of Dekai's teaching style. He's really enthusiastic and is willing to force students to break that mold of ""never asking questions"" a lot. He will try his best to force you to speak in his class. His classes have a sort of ""American"" atmosphere to them, if that makes sense."
254,"He also loves going on tangents related to his research, and he loves functional programming and cool things. He also makes use of the whiteboard a lot, which really beats the ""reading the powerpoint"" professors. I'm sure you know which ones I'm talking about.AI basic--search, learning...and finally the logic basic. Some videos on youtube is useful when learning this course. No other material is needed. The powerpoint is enough to learn this course.the content is from other school and the prof just copy them and teach them to us. But some videos in the powerpoint can make it easier to learn.Very interesting content - up-to date and relevant, with a good mix of theory and mathematics. Not very difficult to understand the content.Teaching can be slow, but there are a lot of online materials to help. Lecturer is helpful if anyone has any questions.Generous grading with the midterm - average score was above 90. Most assignments are quite easy to get good marks.Not too much workload. Short assignments every couple of weeks, with one group project with a presentation and a report at the end of the semester.We need to do a Moblie Application Project. It needs a  proposal, a UI design, an application prototype and architecture designs for front-end and back-end.They will teach some basic knowledge about mobile applications. But, I like this project-based teaching and learning experience.The content is very wide, from AI to recursion to search engine works to cryptography."
255,"You will also learn a simple programming language called Scratch, developed by MIT, which is for babies and kids, So as a university student, you should be able to handle it easily, especially if you are Computer Science student."
